Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Iran, Islamic Rep.",423591187222.75714,493602083727.8775,521500721742.40625,526008887624.90283,528117509903.3002,552137840589.3718,597952968567.1288,616478252909.4329,636384065096.4675,658276641950.7418,712541731947.5107,746024207464.5105,818860578227.3827,907161613142.9756,971910162882.1108,1034361754898.1127,1119589553813.5862,1243625656497.2822,1270657113615.196,1291683910368.9778,1382998329807.345,1449083552220.9998,1295740677467.9673,1250610246950.9382,1255791375247.1519,1131039620719.1782,1221422583406.796,1281375169176.8723,1282416955880.392,1287861399599.9072,1326346118341.91,
Iraq,,47861267895.37311,64906517041.72338,86571105755.98969,91827934233.90121,95741068677.48877,108238667907.40384,133489234940.34843,182045885926.645,217070192394.8644,259552091871.0968,270074639311.31464,251796759690.92603,162640466307.63815,256157412817.81708,268607024791.38614,292529440221.5372,306100047104.03503,337640135770.71173,351287258352.94073,378270693407.7646,415269270855.80005,483559417994.8686,515106414386.0196,477915775957.3979,347324222790.71313,345187247265.8416,395294585902.04865,415398418148.3623,446142603857.7224,400388682213.9965,428633553457.63745
Iceland,,,,,,6403700762.443995,6660756896.187413,7286037601.204859,7870935169.447789,8198700509.483083,8374029903.195138,9083647680.128183,9375292903.83657,9467117162.39651,10402566195.367102,11074925909.581282,12060245455.102362,12918593643.079628,13879915595.102057,13333702097.342466,12650175257.289194,13059433954.083284,13471498420.02861,14378252058.928345,15058763610.43128,16276450019.06886,17939410954.58507,19106258173.12228,20179627055.853504,21017252183.860546,19648531128.325253,21461470170.792824
Israel,,,,,,109562876046.74669,118292109467.0048,125053690566.98193,131769815403.09372,138397458398.7347,156918207268.26328,160618483727.78473,165761176038.41653,159517989860.13785,171851539217.97937,172239166012.22995,181286708934.42953,197547119022.74084,201065379259.6979,205568514055.4576,219864969763.06635,237915785308.2682,251920597832.10522,276637325676.9124,282342233389.76605,297241729645.69916,323407941272.9698,340875586977.7241,354478124346.045,362196492248.5618,363897671288.118,409409278136.44574
Italy,1056545808814.7078,1109079922325.1343,1143817822577.3518,1160944952823.988,1211242032030.6545,1272340233780.045,1310778391331.2664,1358305334702.8,1423867357310.8386,1457193715148.0505,1541560741083.812,1597196870606.3323,1639680554324.3442,1673369455669.351,1704871904435.45,1746657911754.6973,1886980489571.5095,1995154074533.5015,2089717925618.9277,2044870825840.7957,2084101618229.2996,2173169963370.929,2172383785077.7886,2187377576803.9832,2200255257934.8984,2240921139199.7227,2420671363968.5874,2517184209191.2534,2600325592797.6025,2650547404604.3506,2496155798766.204,2713265908055.8843
Jamaica,11520400107.312885,12486226445.416767,13020514308.102774,14584363942.887653,15101868913.161217,15780869181.48812,16051535434.855247,16142115050.99699,15942712050.63956,16336763407.622852,16853684522.762377,17465166962.820587,18091633898.338802,19125077838.060062,19898432361.348976,20705841088.816483,21963547668.106384,22880125946.48612,23129662939.82891,22266417996.546,22205660187.944977,23059255170.708298,23269052381.301994,24136041839.921734,24568341334.600185,25418047671.900337,26720444470.324547,28040446746.57181,29252939514.212822,30041881850.167427,27363561327.42351,29811646922.63623
Jordan,15633188234.59648,16421833861.75137,19206271844.283733,20543736204.26925,22025568868.132545,23881840058.824448,24826653595.10869,26090320238.191986,27178706188.900845,28495930305.599457,30378784268.337826,32700221405.49635,35130659464.53713,37314873418.92257,41599218612.76009,46398887303.22993,51701478966.09717,57440167395.68321,62775763276.425446,66352013457.20091,68703824299.42913,72050912802.19376,74340200743.3286,79416620026.05138,81884118369.69826,87705168918.81396,90248991241.28299,97893384208.99603,102170647927.18536,106031839771.78581,105644985145.43828,112466437889.21481
Japan,2466212851047.5527,2636747270152.848,2719707443885.286,2769753954197.5923,2856992786468.7246,2993644735914.9976,3143992144629.4116,3229588924781.6343,3224451308869.4277,3258971755243.627,3461199212871.4863,3552841434344.9077,3647933229747.2974,3753919256711.541,3938955753801.607,4110440479265.6353,4300322202225.7,4482081297524.203,4517267516318.557,4295629000666.773,4525401285474.548,4629400479632.822,4799612889015.104,5021591088716.879,5034454618847.2705,5199915217476.249,5158900389806.606,5262254961496.862,5340832228256.128,5354366267355.984,5315620636313.38,5396818536177.698
Kazakhstan,135061850194.61128,124270094729.43872,120365687513.24632,111882636855.88557,99873557756.36679,93606446931.80605,95796952654.99783,99105536694.07031,98316803274.17317,102394278397.4064,114976048408.04811,133437868541.21408,148798258488.3365,165846289312.7268,186646915364.12933,211172318177.24258,240980854207.8649,269520340716.5517,283754315700.7562,288999929043.7696,313823642726.02325,344049455918.98236,369966257833.2723,417452192395.4913,427478309972.2045,407416193706.8139,423833478989.4606,448472613650.92255,478013326845.6375,508458988491.31433,501722434767.24426,543473691247.8873
Kenya,39584023663.891685,41511270740.06746,42117832022.14315,43268452791.17777,45355908719.56588,48347362777.06192,51274183724.678154,52406072914.61376,54739599666.26316,56790752483.872665,58425661389.12203,62000154073.63148,63310783946.560646,66453499720.18667,71720423388.69586,78338578080.09431,85982693123.62325,94356030963.6229,96389092763.67378,100214863122.52731,109592079393.21352,117598023944.48198,125522808170.92682,141004102766.72968,156802076160.13052,176337929151.65964,192816361927.95206,211108856550.06934,228360434503.78928,244332767390.24515,246658971751.36612,276221293785.24896
Kyrgyz Republic,11169144215.570795,10629584272.082603,9367397735.42756,8106974351.939482,6617022853.057888,6389354035.05552,6967282943.159314,7790165527.097399,8045001342.3222685,8456627112.61021,9118967542.498453,9820623525.104204,9971953124.808737,10883653132.957653,11961118334.261871,12314546032.893045,13088419713.708998,14590482726.189684,16119665465.379896,16691228366.557678,16812165959.653996,18183659161.176052,20287689142.311348,23123731105.96218,24986584383.742764,25107317901.33923,28459201788.31588,31280403475.279987,33231267741.951794,35381873524.02534,32800995970.82182,35397528301.548416
Cambodia,,,,11255158194.303358,7494075218.797599,8408954584.989847,9067918519.584734,9593870834.791101,10156058093.397425,11607730738.59572,13057018291.767723,14439092933.862982,15628875018.84262,17292938726.727016,19593335152.680904,22885291801.684563,26132489819.407635,29579652162.592064,32164277924.40322,32398500570.03902,34743029072.70633,37972104979.257195,42401242881.63092,45764054822.99205,48654438003.103836,52598070984.985794,57941724641.12383,62890960721.928314,69203087065.20392,75409912182.34042,73955944078.24802,79360287089.79489
Kiribati,90737324.53343868,93805844.49283576,96785206.05304907,99940903.62561527,103834980.29825062,106012296.75659485,109783065.6076251,113537469.15451372,122344247.73945592,122159618.9088228,132735153.51610903,133729648.38688453,140957766.46678913,146623593.15566456,148106410.98591247,160314422.7774803,165179591.27221864,173095771.6879389,172726011.18958327,175228673.4837338,175347951.72660732,182146012.38056022,195083468.34645393,206760055.36895224,208317200.75164777,231157870.37595147,232358239.12638053,236188742.37654036,254585903.63572767,257741353.07328203,259420938.32727867,
St. Kitts and Nevis,363187662.3710857,368468458.51769954,392953814.8396046,429630231.09104985,462068847.0054386,497153376.6545444,535835818.8821972,582271740.5525426,585959318.95893,613349957.2784544,690238776.1826084,742867825.677463,764764320.8427705,749182821.3976038,800037598.1991358,905433342.55848,962775991.2778556,994733995.6265724,1127141621.4876866,1096032386.458629,1109689087.41187,1151058790.2198744,1106479331.5924172,1162205746.5279858,1265841278.2097294,1271650982.9354074,1336926851.3518286,1403948168.703902,1475867129.2868874,1574434835.431187,1363802432.7321062,1405919598.4981833
"Korea, Rep.",358187125246.6966,410211321362.57605,445566678589.93713,487498211137.3483,544057830051.644,608871842065.3416,668944044114.1984,722468658677.2074,693124625328.878,783492526099.4283,871475638525.2856,934349291854.7467,1019446685620.9423,1058222737252.782,1143105567943.2227,1213618156671.841,1302227991055.9912,1414985950534.5386,1468996086974.6575,1454994406417.9321,1572680440074.0686,1625275455251.199,1684562928828.1787,1726902752731.953,1792600237630.0066,1933588947770.4832,2026967821102.36,2103651261121.4883,2220442287180.6646,2225803913777.2,2344337686734.466,2427790661796.76
Kuwait,,,59112619826.18816,81082709698.50366,89800509589.48642,96137790393.19489,98490450088.12964,102666846389.68825,107624428684.42499,107188563017.68137,114763029458.50316,117598928599.35011,123031755776.79073,147197119233.2745,166626546481.1633,190083481936.30817,210673762813.41336,229331086022.33994,239525426116.4149,224003086228.26907,221321863075.06213,247672823742.85883,276884442786.9823,275263666389.69073,258670095308.7526,181157353237.84177,176814346747.18048,206275309887.7266,216343897041.67004,218998184051.2213,202010996133.6105,
Latin America & Caribbean (excluding high income),2418899981994.0874,2577225947264.275,2698710208146.8477,2828490275961.8857,3048157473680.371,3135871600293.669,3314571816734.2075,3542355200844.978,3666283107149.847,3732831579403.746,3957753573066.674,4059850130369.773,4158389724680.251,4348898142815.8726,4704388781340.251,5049697721314.81,5508194223359.392,5961433822660.112,6356434939164.606,6332436749509.8125,6835436737716.601,7363509215565.537,7583803561335.908,7921533135603.157,8176385337663.345,8134350298206.027,8341869238271.163,8773965805981.341,9117433045078.65,9314540010032.176,8880538456113.938,9825592158787.82
Lao PDR,4363361273.196889,4704734285.023493,5079488589.513357,5507336139.116704,6083881087.585114,6648197165.037964,7238965736.3477335,7869843560.648165,8274180220.830247,9003844816.819998,9741773302.341722,10534163476.272839,11331549145.271719,12256242075.615152,13385381469.955774,14786332073.536982,16556374867.489162,18295566034.799904,20105530306.49479,21752336621.48695,23890846418.221184,26347634541.046688,31202113957.73432,34600073063.97109,39000303251.92597,41582719416.49978,46849968684.215866,50463792572.059074,54897660151.83142,58929384912.28179,59939628582.5948,64008799938.22338
Lebanon,10749795788.17793,16608577809.150837,19779466090.3806,22428172434.71232,24763785557.0029,26913527191.46636,30499363217.189125,31352610400.872803,32867730259.30185,33155730922.745693,34361876743.70846,36485140938.545105,38322179489.55382,40339607544.985596,44189279306.1564,46799020674.02385,48990576461.01457,54999158544.58767,61137615206.71048,67825271727.87025,74114554327.29376,76310623815.5428,82029496727.36176,88502757511.33871,94024300718.45418,98413136246.93538,103818514154.44962,108794029331.90013,109293698114.52583,103555890387.96701,77651647487.88687,72370450846.09523
Liberia,,,,,,,,,,,2826442612.2527933,2974520492.5347605,3134555549.3896804,2232854331.1497345,2352860925.1963234,2554798650.476606,2845475833.888892,3201032132.4566383,3495548653.118916,3704424089.7805185,3977622553.0520735,4393239184.195316,4981473347.002064,5894234690.759405,6181038115.728789,5869634044.106963,6558153165.560065,7355207879.352586,7618100706.389178,7563043545.040043,7425910175.232176,8043864340.331231
Libya,,,,,,,,,,103142450199.35452,109360056259.62793,109852611293.64427,110494907801.92795,127341537109.3873,136593938421.26958,157600483397.17264,173024350133.31174,188771082198.30127,192079817861.25824,184804928824.39572,196428154135.64438,99575929952.29474,172534714526.22778,144459716294.7249,126891987216.84079,137239376148.14937,137402734085.99739,154436265462.7414,170683113309.88617,154285180031.98898,118779596659.37245,162527823149.66595
St. Lucia,940891242.0219991,976364197.8735757,1078035239.017201,1110024459.6085448,1151851512.2225783,1196563913.2255688,1254083547.8914573,1266854274.1203096,1361649947.0331028,1417715492.634821,1450541286.305751,1432672160.15636,1461060163.5031707,1553433897.390861,1711059340.8598702,1757474441.794381,1923942421.3534837,2009362801.8292804,2149258248.823706,2101843961.6290076,2161219563.215967,2327094347.9373307,2310594135.168487,2394488504.618496,2453549036.7076855,2427466022.2024255,2572974864.1853666,2701367910.5673056,2846845883.486163,2895914917.658429,2333703227.86302,2591085572.560116
Latin America & Caribbean,2737509495232.7056,2932773342692.2754,3089674068583.0557,3239185030019.129,3471493140042.6196,3591706062630.348,3791998754547.151,4060839631613.7383,4203676900355.1597,4266744893902.549,4524348759799.503,4659792648593.017,4745839517772.325,4936609345278.487,5379923868224.318,5793402443208.8545,6360709081699.646,6893976367273.696,7326772250728.803,7284701229884.214,7827185611590.6875,8435043913000.59,8702406894567.343,9091546777370.668,9384695266670.36,9352992824482.621,9610512514190.451,10107870997600.783,10507860724464.236,10731159329377.795,10232502925955.309,11360063140930.746
Least developed countries: UN classification,466044258533.27386,492062744464.19836,508093333915.8389,523580414573.45776,539616848761.294,583457917286.2738,628126963730.0095,675203436215.1646,710236707669.1244,750971012361.0677,802319203724.749,865123188667.2238,921873164720.1788,990270596833.393,1083263829040.7811,1201574677645.2769,1326839460861.898,1464787595238.8481,1590953569041.6038,1671327036872.595,1799305608797.8323,1907658707994.8508,2000761014325.9785,2152168748069.7307,2341778839008.2314,2447397665579.6367,2742016365696.5234,2923880863109.1455,3143115706740.424,3371894347805.578,3449498165493.039,3688474628803.0435
Low income,237492818317.83987,248990006326.1719,254502791629.06357,266029345593.10822,273596684075.40152,293366367838.4454,315469979160.9181,343018089656.35016,358584052947.9615,376554055755.0085,398662654347.50134,429883703061.5535,454319435111.7269,486603903157.39636,529892106618.4859,582995206574.4476,638254594696.7943,698546716804.298,752990029198.9607,787716384440.6776,854344526980.7754,885551433034.2695,866741617490.4143,929033853698.1649,1023494488353.157,1084002825337.6312,1176003506532.361,1240511094887.848,1319013402435.5913,1400417872722.1807,1426981832613.9104,1542502767963.4543
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,39922574215.46002,43171197600.02688,46097847956.56745,50446699468.16439,54409249588.71158,58605463550.949974,61946274595.48007,67050825860.06887,70991294580.06062,75087760539.09834,81396269585.04982,81943844198.86417,86520406086.22812,93468951181.8631,101204102272.76953,110892676972.67068,123080321484.93391,134998236670.43436,145773984683.6494,151900208708.38522,166048337269.1159,183744230021.16992,210687556548.25473,223389738314.38126,233894955001.78207,242360503475.59396,259190046868.4008,269853543169.89056,285340923261.07764,297208797941.15875,289916696139.6731,313002493107.68756
Lower middle income,4162360805303.9175,4412128235798.836,4645119771190.598,4818366960709.367,5034989447236.474,5383424716508.622,5807023504267.3,6114070628191.125,6261246383764.42,6634543780969.874,7091732095403.078,7553714466658.293,8035527570640.399,8721436025325.123,9547783352769.05,10452686799771.268,11478891907914.139,12607490517996.5,13363762992775.674,14061121225312.707,15168110901484.627,16221221453112.63,17329611329307.508,18240373932200.016,19010806706125.4,19575534796323.746,20809938873689.773,22029549580802.14,23691900822387.71,25048810201754.105,24496060205249.504,27014963489651.902
Low & middle income,10699513543028.2,11301057179349.14,11798811809466.984,12415145387464.98,13063083000012.25,13897999147734.2,14930754754100.14,15928991329810.334,16292938551194.744,17189477755504.408,18618939417333.812,19780843145934.11,21047225145839.7,22778318824348.01,25185241795980.01,27881922441008.562,31339261660359.137,34938218929787.703,38018528392954.13,39620554929455.93,43186935682133.93,46905799505667.05,50182025024991.6,53157647772169.05,55431712210609.79,56506153274525.81,59200120539911.375,62753303085312.516,67451652314992.28,71138452030460.1,70758209174594.02,78529939676286.84
Lesotho,1382707082.9069269,1529052284.9869175,1672688468.839389,1772435891.175035,1918537648.1577976,2023229312.0499067,2175588262.6697774,2295069416.4403014,2356588650.4060407,2401174510.2072096,2550741193.523768,2701101655.356605,2763055434.6120915,2946062760.0060616,3076343914.966081,3282786220.307021,3527229076.421463,3774262814.6300316,4059063779.288786,4033791757.023354,4297253298.924335,4588943848.954645,4652464297.895043,5199255916.266296,5730193288.610632,6336395992.140071,6204961285.193355,5580816901.262063,5644251407.173874,5883198402.626399,5504168914.728422,5791126214.94076
Late-demographic dividend,5312834758631.073,5558754991644.049,5740072004467.186,6146039295327.621,6574763787744.609,7097781154343.837,7605974538335.575,8146088855633.15,8444190268303.811,8940485106986.334,9791105574251.111,10529308794708.342,11373339269012.531,12448913419957.541,13828183136765.875,15413300550651.246,17660694947666.453,19987583682808.336,22140968361861.336,23118884605195.03,25294113426569.363,27797312370398.438,29851916175173.312,31688733510054.203,32987333614901.707,33244343023468.77,34503399473977.65,36633109800583.305,39673280783792.914,42191211421560.055,42664083897074.945,47421477764674.26
Lithuania,,,,,,21510885803.692444,22991988086.303253,25274653839.353863,27551816437.121376,27562071462.956615,29556728349.010345,32750826451.053997,36085824638.12897,41213677498.56432,44004504384.83145,48211642533.947044,53900690641.16239,61700398770.722786,66270586755.243706,57301696020.17925,62245258971.927956,69297881709.41382,73809005494.22632,79034122256.38158,82647216574.03642,83761417312.23843,88700533710.42766,95492177900.25276,101909459943.57619,107688223470.18861,108666652765.21727,119263273159.52298
Luxembourg,11430049743.508348,12838039432.790497,13369544209.495438,14261367919.947622,15122449442.044525,15660682025.111448,16449037909.247559,17820582220.309402,18800386977.96341,21456887315.56029,24047659001.959507,24780691932.43598,26135003699.075024,27186564944.050835,29635355253.530247,31997220939.533775,37280877634.8846,40852146365.71024,44452842913.40989,43245323115.59737,45809177021.68667,48970848492.81681,51308724180.90186,54838614516.10381,58578323745.84058,61437308583.94959,65980119592.34364,68570197215.640625,71109228076.04533,72752104681.81447,74292443521.04306,86117109487.23303
Latvia,,,,,,13704253738.901457,14269925057.220444,15783038156.105124,17034484418.854277,17703546279.440613,19033933297.307785,21138642491.943172,23289297251.17328,25306939200.693737,27787935472.884987,31150175332.99589,35181623306.62663,40126467152.22682,42617061830.413765,36459248172.2411,37141185118.86917,39646142674.31084,43311586458.397125,45564452972.43381,47483513479.83552,49384358752.253456,52362211192.17415,55691171159.27164,59505432397.62354,61018882725.61095,59721423980.76382,64909961685.82395
"Macao SAR, China",9357960257.469149,10028439877.675371,11621107256.576574,12513570068.96481,13324278876.410852,14052080220.0327,14249402690.754057,14454655687.384043,13949169475.39311,13812151421.991354,14936826402.852884,15714482103.856606,17381436790.175385,19787740811.07193,25729971313.0197,28679784810.747932,33523514322.589756,39413761108.62562,41531955371.021286,42330728676.39085,53601936357.21041,66543283702.942856,75587734812.71211,88662888143.35658,90217341071.95464,70022650971.92375,70409197227.44548,78534544016.29942,85608986580.75806,84951341159.43695,39538790905.01927,48590726566.55496
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,63719781303.1849,70628203919.77208,70722397912.81512,71862579717.53445,81168440849.74384,78390942830.77689,89703059672.97064,89825787557.89455,97412076635.4299,99853032164.02534,104068585238.46303,114202612556.05681,119602831346.05162,129233742806.63011,139068686452.8591,148150822602.74472,164290278574.46002,174689135244.3548,188585333057.51492,197848479825.5848,207866273514.4457,223315729951.2644,226123984328.43515,236669859661.4388,229401963793.4213,247207179584.52783,253685437088.19232,264212938334.6255,279042501469.59155,291441195677.7733,276391560113.67,309101012730.2656
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,9396614698.024088,9006307567.805347,9312512866.876358,8801228582.368591,8624632958.947725,9005929278.331343,9770567155.498117,10696826347.831726,11627862807.090689,12823562209.0755,14217613069.30633,15359812136.438158,16248162632.37484,17851455262.889606,16887922457.64187,18304332596.537106,19771747904.182617,21054653373.51891,23960618159.721306,25218452294.177593,26233146094.654945,29732362625.855923,32101220474.009872,34281937090.411488,36180472488.234116,33914165325.3535,40249130836.39192
Madagascar,14053427514.08344,13612451222.648,14087077454.194487,14723818720.903788,15031903344.548971,15604722801.632101,16232752837.653437,17122569961.369926,17993542986.92857,19104587199.32989,20408165565.89238,22115904531.003372,19673684595.87672,22025005864.9121,23805183811.72856,25719312007.308475,27944204001.82331,30338301402.676796,32995727062.993443,31885996424.362705,32469023369.01846,33666784883.194805,34211234495.364346,35256747642.23104,36701692063.632904,37486176943.11316,39996972856.61546,40514544581.331474,42809884934.590096,45492959792.44985,42753630141.770424,46490572423.54209
Maldives,,,,,,1568467196.7936924,1722702482.8439171,1899575600.3432524,2064925512.2518413,2223344903.2658873,2361158642.062803,2319141110.9922547,2526476913.2182035,2930587401.4572496,3190827450.688292,2858823980.141695,3716550312.702899,4111428697.409862,4587745439.910901,4283384299.0590887,4649794946.864466,5153016194.531456,5438384433.880266,6140033356.58292,6957268404.308411,7628331940.203923,8279182674.9024515,8963910866.519825,9923605292.114033,10796439365.913574,7266174292.819862,9911412877.96685
Middle East & North Africa,1964999618372.6196,2212014266863.6987,2365246403479.8784,2464402774721.5386,2564027151091.171,2684100479503.389,2869048648517.6646,3019401265919.577,3199355285107.9346,3311154363981.0405,3615214673953.54,3755378579634.592,3881340196638.0605,4141124788803.523,4595593892413.601,4958761871315.18,5388724820658.394,5821255418849.629,6189965814839.537,6270790267009.858,6663331230280.795,7053304930503.457,7404767088731.152,7493684675426.463,7508048463032.296,6907019523235.496,6936537527597.874,7337714227220.187,7650430228114.973,7880747642890.301,7705409359479.365,8360897496048.907
Mexico,678638337126.5979,732220730350.6466,778364132282.327,758505098210.813,812980906096.7323,777809486586.0365,845698498837.2609,919184016850.2511,977530077381.4084,1018601794034.7943,1096748841633.2075,1116922418402.183,1137595954619.202,1184225231425.3938,1263689147984.3223,1341775400309.421,1485717815145.2402,1560834850130.8533,1653898166712.4526,1636084641959.7778,1740490293843.6611,1911319122227.4744,2012767821886.244,2064490858166.149,2173227410899.097,2230188837833.732,2383253006289.454,2460766209923.9565,2535949723291.3267,2533977007232.5293,2407278986001.276,2609993159827.523
Marshall Islands,92159896.96173838,95360201.7690366,104498095.6944836,113400234.71318223,122629499.97397871,135483988.10169876,123750231.28122903,117770146.74847095,118119826.14313199,118280944.01083367,122598558.144199,133917869.66922468,141093584.48810247,141553313.23025596,146733010.35888055,154895865.5246971,159115069.66042832,168694172.72690448,161305067.31555614,167508685.69305542,180826590.8080275,183453427.55793452,182595692.9134652,193257970.8615901,195000745.11688915,200130456.26666856,204790853.3651472,215460579.88441476,228494150.92885408,248035503.96526778,245483274.3316147,249291905.55897012
Middle income,10467595145501.643,11057752469760.719,11549627927687.348,12154525807140.836,12794505012382.822,13610217042983.195,14621317524189.545,15593122077189.96,15942519860930.375,16821343911173.201,18228330592173.32,19360207184047.14,20602409139884.6,22301668300557.05,24665824242842.047,27310286145588.117,30712662959942.17,34251817979747.43,37278288745681.52,38846221024476.08,42347042913880.72,46034603944025.22,49327612411819.555,52242083281938.43,54429175815266.78,55448652685825.15,58057470155225.86,61547304982847.32,66167743886591.914,69776347952344.1,69374014111757.46,77027569305617.45
North Macedonia,11035544620.256802,10704733562.635473,10229881928.440454,9690155524.419394,9723074264.893225,9816298935.774023,10114495581.723932,10437071539.316374,10937133597.784994,11547068946.086512,12465693578.921516,12310864391.272049,12919361273.203014,13367483975.576384,14577415704.936508,15987036515.92638,17730064702.936428,19109131750.135464,21537249379.732613,22577870454.106316,23346919735.257782,24064126928.026436,24558761103.617104,26269629633.99307,27776148780.368233,28751910212.322243,31373344969.601604,32583049847.423634,34872701791.855675,36438538744.6679,34652076034.25387,37002477607.84285
Mali,6788150164.228842,7841953466.106807,7762506431.649364,8198580672.232919,8690173748.551746,8954114838.588598,9761412678.167854,10409251170.636879,11323435573.986233,12137649017.974558,12405082020.617943,14634971329.499567,15324754471.358728,17052254990.923916,17783162971.304558,19539343144.087093,21081314920.75136,22407447537.898293,23927260403.737267,25238015671.951107,26898573459.092026,28339693401.173744,28185271180.187855,29823029628.695198,32434173880.776627,35447022304.17793,39326484634.01472,41593677730.773315,44608757363.596725,47566295895.90733,47544840719.22246,51040719779.26078
Malta,3194402571.101115,3509045898.7660227,3757372125.3050776,4018783698.2964535,4336557102.66681,4708303676.96961,4967682925.789801,5290235611.307171,5575314006.951468,5856495175.743551,7160240676.092163,7275183488.410722,7760969209.278546,8342080313.889349,8645489676.068068,9008172740.679478,9452171592.120506,10192152727.868536,10858177290.111853,10992348763.297186,11905789837.558718,12060645513.430283,12703260179.442715,13756965203.88718,14924469420.140024,16669551294.997494,18080319218.063988,20385716412.763245,22083970327.941425,23896511205.135582,22284590647.264034,24662121177.949314
Myanmar,16537727954.513071,17278064937.704945,18464987019.554295,20370790813.446655,22216377956.859577,24316137910.24616,26417125954.234383,28494384240.8805,30475379889.91948,33524972562.236084,38542011313.56878,44323919821.22938,50282815479.33277,57933960425.686104,67636353570.14695,79221244502.45677,92532827234.71193,106913207552.47491,121030666456.56592,134486276852.99533,149807073953.14072,164419280388.93298,182371121892.1309,196135709328.63168,209644114866.49023,216277729440.66135,213834731308.33383,225516863812.20367,245693866241.60715,266970763861.69843,278763558003.1783,238129016105.7988
Middle East & North Africa (excluding high income),1064534827190.1592,1177688159916.0615,1262642164568.0403,1313544514484.3813,1359256453814.0764,1426611388206.953,1545587824118.824,1631590232481.1484,1760296190060.1516,1871530313751.0803,2037156393622.8323,2140163708003.2556,2246211304927.973,2335745165682.3105,2589268372395.776,2784859975609.958,3017723197628.5024,3291029028142.7144,3468300576929.0195,3571956535780.3403,3804017933707.6616,3877091525468.227,4024357630574.9717,4048739041446.61,4005530001842.225,3836348260726.5073,3934034510729.745,4113761304231.5127,4283114069689.3438,4421808923125.017,4361412218680.638,4746643962324.785
Montenegro,,,,,,,,,,,3630783654.4034395,4112198408.7599616,4329976769.539815,4494566939.5922985,4810099551.325202,5106752335.063628,6432378020.948461,7673382446.679813,8524397417.935843,8051514351.711404,8446529548.8529625,8974083915.439,8603944433.85825,9237443096.022331,9557930151.603083,10161628572.05676,11325530657.041155,12249710436.623562,13386155965.439022,14351792494.793541,12419691760.170525,14137096113.01715
Mongolia,7301345617.318674,6892048381.693449,6396613350.469619,6340734897.952457,6614361990.141001,7183662438.804005,7478694418.031475,7904108062.390635,8260034932.832316,8633625608.928728,8930412911.92961,9401240896.929762,9999655715.570337,10911272060.040812,12394664216.108469,13710599728.618994,15342960076.328285,17372449858.39884,19281509071.112713,19158921988.78868,20623324475.57393,24691841190.04641,28889684311.68304,30402499578.92827,32506744921.218178,31928136100.8223,32817601635.433273,35392260803.70483,39044359016.84477,41969237520.78588,40539157200.50839,42823711816.018135
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,3781513827.5395823,4101950983.4505434,3938472571.3597717,4459142206.088808,4851918428.311278,5065598991.099598,5736213480.805041,6494562650.601175,7219912074.545977,8178183272.562476,8462177943.729601,9698683086.566498,10764993861.730257,11732539331.219662,13001216888.991713,14300056181.88001,16170372681.478176,17891089731.450512,19568565093.33199,20938295915.151703,22567774714.563873,24745386724.07847,25745855746.67412,27733011810.33592,29941333846.007374,34918471458.08209,37950978490.347496,36775580595.801834,38950892162.10064,40565298839.46889,40547635700.473495,43172137566.79598
Mauritania,5362776843.463556,5643267109.254773,5880044246.193935,6372980243.524543,6309845160.217799,7074763245.530391,7623505608.018781,7441302815.853214,7734088539.7499075,8131170157.749226,7989586730.398177,8104272959.758832,8344284748.62915,9098491699.521791,9784901247.660402,10956225847.298372,13364893784.565489,13455758976.867403,13668427773.010632,13769500048.090866,14300109225.730713,15206335118.14684,15797573506.50306,17107165464.497828,16883392126.933819,16995094117.357563,19569042826.830914,21877780559.694107,23414454333.755157,25206052251.669235,25060023691.467068,26701625984.67322
Mauritius,5231495060.745144,5648298946.5362015,6153258424.33603,6619236357.620019,7040212560.751642,7496034423.394239,8059820422.106518,8665111759.088757,9294702745.767157,9671785042.873276,10702234199.6054,11309683548.458809,11671437240.672457,12607018407.718025,13505982444.457277,14177109261.577538,15325633450.746199,16641234384.537281,17874052619.937103,18584953715.6809,19631583918.35908,20856589153.20357,21304168424.878025,22487480674.613148,23312206792.580406,24279686437.236713,26155431238.255787,27081834228.73629,28771336413.23398,30168177387.167572,25984165904.12392,28157345262.62731
Malawi,6253760066.771177,7029678399.826166,6662646250.458387,7481612690.716687,6858885948.299524,8174180556.286618,8932876563.206415,9431531893.157017,9909204002.298683,10354561644.648947,10756042408.092583,10451205942.14057,10794530820.397156,11635623953.528309,12595611102.683645,13415213989.16008,14479121663.753588,16297984456.699032,17879572614.17755,19492747116.696537,21083056887.119373,22565748648.43021,22588074106.741478,24912560759.60496,24938173056.629826,24209275404.13875,25022613533.441864,26013119290.33455,27804283080.66737,29843546324.37647,30444856440.776443,32582425634.719498
