Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Czech Republic,131419297499.26447,120083115363.60516,122197564736.51843,125171497874.35406,131563824020.57234,143054656656.6721,151486468032.5711,152755233759.9371,154186257585.98883,158333514882.97076,166495876725.9209,180027349697.59464,186119951272.35037,199171050597.00836,213446517773.40964,225620777980.80316,244952531303.0887,270677664616.3041,290503942992.8605,289939424868.02924,292047164409.84076,304400911032.00714,307490190596.13245,324029971676.0012,342099831459.9223,357503876184.69037,381420338169.8464,411327867894.5795,437267328659.80743,457257664449.27216,445116746875.77734,473743687165.78125
Germany,1545176827060.2234,1679031586927.313,1750319818022.5168,1774305509813.0022,1855538674677.5334,1923702147577.8193,1971845440355.0056,2015814867579.0076,2079491446338.8347,2158514818382.1934,2236074430853.754,2336147411682.35,2406901890705.464,2468443651729.9766,2585550983186.3535,2622040720917.6816,2814007980424.128,2985239513055.6084,3103957698735.1304,3015302562180.529,3185431779787.34,3415020684916.05,3487232707438.3354,3628559701800.76,3807112936430.423,3889081660716.443,4165169650070.1426,4386727409191.684,4579331237558.631,4624363265512.609,4560920212744.346,4815479144638.875
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,3624994849.430332,3854585103.657723,4170917764.9543757,4362298152.146175,4630788442.32676,4967793567.428875,5337051288.670748,5466301002.969584,5938814268.477848
Dominica,302399702.2733059,316839604.83841693,330636638.3588176,345789671.023582,353295525.1974236,371636217.6598337,390188323.9504025,405591978.2964506,425637307.7545878,433163858.9330118,453344035.1774941,463261703.1765696,457176562.6424507,495817683.0582129,524659354.6039436,544660696.7077516,587627943.0239084,641849488.5058829,700742825.3146276,696985915.5867376,710106742.983697,723240297.773785,705767394.5976349,720553048.2605041,775558493.8833685,792974988.031191,852085425.1781632,810451627.0788352,859251735.7797778,922747197.2567635,778800433.7915075,864177994.710806
Denmark,93739604610.73819,98260217073.75122,102466266525.20694,104906270256.7727,112860009869.27808,118715155455.90366,124918174865.79338,131746385113.74142,136923422867.49055,141846293400.6415,153023382540.49365,157748158240.63385,164720383885.92047,166139588818.3152,178017919042.55252,185074466960.3771,202997234258.65402,213029955607.66412,226767483101.98425,222754191687.7912,238567314908.7512,247352252302.6878,250524614311.53537,262368108591.26077,270330620655.25085,278748351517.934,297719080444.5726,319130157564.1106,333035360346.74567,341312238517.28864,351224965911.1963,378644912853.61084
Dominican Republic,26139555396.922882,27278672515.313583,31031006150.074245,34105997825.40368,35740120736.63058,38564143997.96674,41617747417.51696,46097032586.65032,49745882146.29243,53443489094.54342,57202129277.80616,59929458421.50641,63599354105.936226,63981798826.40989,67387892416.26366,76053782609.00761,85593224291.07307,94425500387.52388,99325233351.73787,100907657469.52252,110636838701.55363,116474304267.3886,118182716945.45657,125423585902.2014,136975940972.30133,151560391082.11438,167506141668.24152,175940743802.65613,192722590945.15674,206080680233.1508,194548406721.2686,227499666712.82904
Algeria,177964997129.5239,181775547723.18408,189264578615.1567,189682023758.87616,191988952499.39954,203463321299.61276,215683401610.7673,221816143444.96933,235752716301.4479,246725425179.2061,261903081378.54218,275837742019.5895,295824418361.37946,323382529171.1283,346342163527.2303,378277812265.3476,396579035970.5794,421144777235.0831,439523381045.74567,449417975390.74744,471192528529.4976,494931055076.35803,497330252318.8173,497988213510.8251,506135102251.5664,477357607218.83575,471383269260.91815,485801342039.0456,502878668098.69214,516992474186.8446,496539051021.519,537071798263.5938
East Asia & Pacific (excluding high income),2333781877172.845,2597623648428.8394,2927642263354.0923,3308642651561.202,3724883559565.7954,4166329900668.9316,4615010188539.414,5009613201171.107,5106428543564.194,5478731993758.99,6012368386173.789,6545633782147.855,7154615348952.671,7914194515026.174,8832623405719.209,9964767760896.732,11337403171056.426,13007695295913.045,14343493373510.562,15502244453745.643,17189015014804.98,18995452567594.41,20746065164253.56,22099662460702.64,23305439042029.32,24141181003667.418,25394626596801.207,26987607788661.434,29399839503918.535,31627679814041.43,32268039759530.832,35873668315011.67
Early-demographic dividend,5981163835204.621,6481575803192.163,6910468444687.153,7236623594634.814,7611476574176.289,8045703770023.107,8662770223776.373,9195442959875.396,9277104693762.783,9641850128290.154,10321808743302.889,10761243369824.213,11152163699944.08,11991322598246.928,13137870724323.973,14371339919630.44,15807561312650.906,17244790658879.39,18321819298624.453,18863747340161.055,20346457798778.81,21867991203974.89,23268839603759.37,24320904558505.617,25351970270675.645,26021035841168.37,27454527298231.457,29134505409139.086,30957855351215.477,32187962840467.746,31261220749453.703,34693287583514.883
East Asia & Pacific,5916566757441.843,6459874335182.399,6965090253088.186,7510245186862.826,8149376849222.565,8861859672141.436,9598605724377.822,10212033009767.305,10313835555332.99,10893731108171.617,11824337645088.906,12558340288791.455,13438992416078.193,14434907377344.924,15780403000900.143,17298807162516.729,19130644569176.45,21292527018116.52,22804275469509.17,23798574708861.5,26013995201900.027,28180607822196.47,30267401444473.418,32068018620462.145,33475588341470.16,34667168211052.984,36068373543476.61,38001945488260.47,40802943405254.39,43205369849844.58,43954578670842.875,48073804931460.016
Europe & Central Asia (excluding high income),2563031510817.264,2517277703416.109,2330206929417.298,2252114947194.6675,2034284750112.71,2037055498730.5142,2066509890664.6082,2162544717900.2432,1979963016326.536,2046854215047.8896,2297070991668.61,2426298002050.367,2598717738593.8003,2877459481034.4375,3217337763004.2627,3628022753530.0005,4343798284280.908,4844371233400.091,5559312499994.993,5386961069088.421,5801141343809.99,6442535791189.396,6868455800551.298,7454115253261.14,7639811154565.634,7512703074720.902,7717589899592.532,8233345754642.743,8835914439305.287,9089191616739.896,9080806497508.549,10002678858568.354
Europe & Central Asia,9986112417115.803,10279171770248.309,10351360653797.102,10458990004413.887,10656786767456.096,11079717477595.824,11483585769453.492,11995329510825.262,12255967078019.578,12744049928321.67,13739485903890.47,14449632509278.316,15172016952278.6,15800092817600.047,16824015770505.168,17775460440476.6,19746028394829.598,21236606924082.98,22776330312226.473,22226592209852.918,23253511392724.246,24695179823527.906,25477819294122.867,26773980135268.06,27558976997898.35,28077465572649.24,29513395830649.89,31164306461876.586,32826688449362.227,33834177019592.523,33098499186254.383,35970757350702.66
Ecuador,49360324945.666985,53219427159.88001,55583117054.982544,58023399118.106606,61785987862.522354,64502522019.741,66821015586.87122,70915090521.73734,74055798174.84828,71540165654.77394,73959714522.78407,78662851588.45569,83161704041.95973,87112064066.3229,96795307185.90236,105112984510.98146,113127832578.44289,118729671253.50014,128699388785.71417,130258037842.07939,136470638996.1534,150266909235.1281,159559695566.1319,175196209316.48236,186846614273.65698,179309604311.66547,181967413007.43332,195010792573.62756,202243945975.1807,205886434547.61523,192140979865.01154,208600950803.52304
"Egypt, Arab Rep.",208225264212.04355,217689570248.869,232609364594.26617,245030446417.1679,260206259991.3756,277995800234.43274,297208202556.80566,318938574161.4999,340510892435.6645,366212581663.7131,398365559191.1723,421741060108.5179,438551606033.9961,461488206119.8192,493267795611.60986,531485171118.12634,585380921472.0444,643813085520.7598,703117730009.8939,740695928753.3329,788181096808.8069,818754235836.9048,958659720240.1432,992022227977.0674,985262043446.5779,1064235799328.8032,1057086848346.4333,1062265603571.5619,1145441923025.0735,1230729358560.316,1290025001305.8108,1388329424822.986
Euro area,5290158897380.091,5617675278633.756,5826712186522.532,5923857605968.579,6198564871859.87,6482462127824.81,6700334816302.505,6985479780486.619,7334092429804.154,7634417886375.965,8133792844300.043,8545702687204.602,8924381950559.834,9119663249057.473,9528866619461.111,9907225328522.668,10766795820749.064,11449704520900.857,11938659538404.488,11668319215917.467,12025392831261.736,12553205374510.398,12706494588351.016,13150084453936.666,13521468849209.158,13931935710866.83,14822190140781.074,15563179126938.846,16260604378313.615,16721773623536.768,16157593197193.498,17411444571558.268
Eritrea,,,1835577957.4941587,2131914133.8805623,2639522930.6054077,2771900737.531352,3083998266.2242355,3385289345.0104585,3484074363.170254,3533649355.4762006,3500163737.2598524,3892379613.8106523,4071849497.3452225,4041948853.825497,4210704830.892011,4454546908.775036,4547489240.331537,4737024454.990907,4355564713.017549,4553407654.426697,4709241272.782269,5224331270.247324,,,,,,,,,,
Spain,531637946204.73254,563609757928.1993,581810563642.0315,589457426073.888,616392917388.776,646671646233.5941,677135066301.2485,717538138403.7144,768132861026.99,805891424628.9957,875626967403.7772,937483533692.9061,1009753311276.1211,1056636426855.4811,1122134235110.557,1205129771230.4485,1363895505008.8518,1468493057167.4336,1528583945708.6885,1487896577201.8462,1475682464741.8438,1489595017146.762,1483646917303.6191,1512074688796.6807,1558305994181.403,1621069891987.845,1733214656948.4817,1841780549395.313,1904499539409.748,1965293955067.714,1788269872312.8884,1929758848802.8914
Estonia,,,,,,9304112599.856293,9753173782.831095,11167418405.597137,11713818841.578247,11694825363.591532,13161402797.918621,14317382938.56926,16087733549.959383,18001091046.828575,19806500165.09708,22536536810.986076,26054463306.777576,29756657510.58634,30488783700.72745,27328001237.62376,28785763244.0729,32598232994.52697,34384867089.00843,36198153224.201035,38050116722.65559,38378217195.5802,41201006348.406265,44556473262.691895,47920817734.15491,50223187686.64604,50048531249.41698,56083239282.2978
Ethiopia,19852712752.988445,19059181820.33626,17802951528.018795,20620215797.737675,21732368694.137657,23547651713.09038,26958449212.65159,28282750743.681686,27612017240.646923,29446594243.922802,31942592633.71428,35373636955.82505,36469110586.17735,36385079560.78337,42432772884.73081,48935682622.149185,55911280419.86431,64000691939.73894,72265338910.6871,79130494301.49333,90132134553.88487,102289393957.9102,112533091823.03741,122434385173.20428,148485604878.24057,167119104031.5757,194651496419.4836,215094143811.2983,235244157187.7598,259479976889.7912,278520091213.39105,306447087760.7909
European Union,6227973802598.154,6532013434108.811,6749673915370.195,6874207882937.2295,7208624002476.767,7564886389423.859,7831748047399.798,8152552913898.495,8548627516234.111,8895833255414.549,9476876367610.824,9959699011313.97,10421692535269.324,10683698802297.105,11226212370696.66,11680192493255.758,12727990162161.143,13606998436510.549,14292763033030.885,14028420730863.047,14511261194175.684,15191344334304.03,15420823919266.248,15968822032977.662,16446499974150.729,16991709093455.824,18077953725999.44,19042157262209.66,19952018467415.24,20604565550133.363,20054879067543.32,21648464335747.45
Fragile and conflict affected situations,1199854257219.971,1233024623696.0845,1264413024068.7256,1262376913723.0337,1212264844664.0508,1232229347390.1663,1275089041251.1624,1365051226486.4863,1451978665529.776,1503631906307.9746,1630831274214.744,1742003858806.3384,1797491150818.4885,1804792248758.523,2109281535936.4485,2313902785603.319,2547641095001.1855,2788763705187.967,2987143135927.476,3027072270623.942,3232472464937.5293,3332407515147.6777,3588789294113.833,3838617815644.4478,3935762285581.993,3847802022822.0186,3978772398499.044,4197026372064.9604,4426674738281.423,4617928775616.268,4491555438365.262,4789522495978.711
Finland,90435918646.54837,87990878815.21805,87030967224.03632,88504110358.55792,93976432625.66315,99992998897.07263,102913408291.50415,112020065286.99284,121503744232.36932,127934744369.41365,138643238700.85345,144204183903.5076,148763741906.13876,151445805497.3942,163128036982.73035,168146788316.39822,181449818651.9797,200116386540.23895,212980676990.54407,202729051357.3868,208937273175.52048,220471055643.89334,221285752810.9676,225680035610.26202,228058553146.46002,232867491858.9741,246928408039.54956,262026475788.42178,273463067469.71698,277855715485.5339,281659220687.0038,304830106272.46027
Fiji,3057274612.140915,3075326294.3744397,3337280306.392554,3489155294.833549,3745410371.096974,3919546550.278168,4182895190.4339414,4161415792.2012773,4262961224.3057904,4703463406.692745,4728252304.113379,4931473134.541697,5168598261.021516,5323311703.267782,5755920283.426095,5977970751.543597,6276583944.42403,6391375327.445774,6581233400.424693,6531613082.313931,6805416542.6662855,7134734867.159892,7646755789.364804,8254663160.440051,9831527135.705175,10781765000.97025,11020155995.511425,11783674123.989296,12525154701.029453,12692388353.799154,10899184263.62644,10888758811.996473
France,1027398703008.4353,1073275781554.9204,1115291957450.627,1134550414186.9587,1186105917124.0728,1236488955289.3223,1275900786162.881,1333841993452.4197,1405918415100.2263,1470523899441.7043,1589245772376.3367,1686718979590.9417,1762926373243.2678,1753606060052.0706,1822232702082.177,1926880446239.7622,2065693291963.2317,2184319695399.6025,2259256991361.5776,2243914592231.907,2334676211515.5996,2446475413050.997,2474003939353.3823,2608522466158.151,2662033396692.5264,2718496736713.763,2864106383742.4434,2983008898740.321,3125379876905.3228,3300063763854.4106,3166261521877.819,3424151722749.7266
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",170343407.17481923,189183861.1457089,201250509.98894024,222792275.7649153,226333532.83381122,247288514.19188952,243802557.6193741,232975230.3859961,242313186.22774684,249105322.20423672,267063239.81564116,278999337.14796877,284897534.3306024,295087583.06247735,293675798.83775103,309069463.6609512,318347811.20318747,320947814.6960038,319225118.0495904,324783019.6721454,336112538.578687,354035867.5336216,353925603.5149275,346870985.323446,345209473.73800445,364778257.9236521,371750767.5202649,388966298.16731673,399101674.37317073,411012942.44980097,408623148.73455673,412033835.8300247
Gabon,11756534670.076164,12897033198.497654,12783325605.379984,13602793196.668928,14409093539.73684,15442952505.746912,16295772628.103899,17528018689.51387,18341758860.66394,16938747928.937458,16996326420.96989,17750333017.618084,17982084376.029724,18749071095.29906,19385126066.809654,20528063102.416058,20567560178.31872,22392520884.954285,22066944569.27014,22237328130.005802,24100123448.23388,26345487003.720284,26868451928.813038,27463881944.831654,28955844877.15055,28630139365.007633,28684983156.435753,30986311650.755707,31992420269.122414,33841472240.097847,33619920386.79157,35544083367.63887
United Kingdom,978052039034.8363,999973764743.8282,1026864349167.7933,1077378125266.4011,1142705552394.987,1196203454463.885,1277865584378.2473,1344183204641.9219,1385181063752.1453,1435578291557.537,1559014038932.0647,1643950757324.9343,1725432214728.1328,1810619102773.762,1923117182945.4277,1977979675503.343,2120243450344.371,2188923620951.4707,2278427398954.8105,2192898204975.8196,2295779381211.347,2364569465138.545,2453351747492.282,2579158803764.9873,2686202472925.5317,2794324172515.8145,2928593108075.3354,3063306948134.753,3161750378791.183,3277751294222.3037,3121071774834.975,3344467827748.765
Georgia,27489532136.111412,22422719057.912224,12636475831.703197,9145754022.355145,8369585504.62746,8767259396.646074,9927697209.538305,11161200302.230247,11637268190.047997,12139872995.03213,12643135949.69427,13549227806.676239,14513618437.682755,16436756681.720245,17855980599.22139,20181920327.159786,22764400550.43755,26320525346.796482,27474125341.3643,26640846923.2209,28645939686.903767,31404963200.675423,36640112634.82217,39451053057.97658,43054252353.157074,45035492644.54731,47930061166.62442,50662483514.40094,54384974673.82431,58115885124.06907,54840076153.269516,63035796526.577194
Ghana,18259773945.166836,19874340905.92816,21115838888.54198,22664749362.601887,23912646081.281387,25418079399.441498,27074753207.06854,28697384335.524307,30384454299.470688,32168397251.39839,34114383594.977383,36278283025.7363,38501657407.06675,41303125251.33735,44786934364.421135,48916666650.83486,53653252880.43824,57498484731.66891,63963165249.98992,67491688625.88627,73698522383.86029,85797385076.03813,98315093257.26056,140882670454.2746,151592328449.1855,144983754861.8105,142202680902.21323,148982694254.13974,161999623782.09247,175628483453.9428,178658725562.13788,196050132518.67532
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,5602179911.447159,5942992128.314313,6277249752.516088,6750180729.889222,7168037252.252287,7655549247.30083,8143531790.738199,8713203433.567755,9132366909.173311,9614095318.505102,10078005823.380375,10682053236.989809,11408820926.946957,11779247426.376451,12378498222.505476,13149317930.367863,13716303793.326908,15047367356.799307,15969802665.253471,15891729114.563892,16856833995.960583,18172750190.65782,19125167503.191643,19730520884.617035,20122408008.25832,20799124961.100185,24399990225.96372,29176885979.995365,31773456071.544292,34158403647.225216,36173203713.38231,38853052640.87401
"Gambia, The",1486275490.3806896,1584278615.1776426,1675130599.6228907,1766489508.7829046,1806996272.219845,1861156295.4473953,1937374850.3525505,2067351925.2986126,2163792351.408407,2334719455.3714957,2518932392.838291,2725072344.7604895,2677598286.275179,2918024795.424826,3207599620.0879874,3230384759.392409,3311559774.929021,3504558164.226532,3795220000.8285637,4074146025.416204,4366715883.154132,4095033765.2876487,4190620609.90576,4165986163.6802287,4102796584.7116356,4311179261.731831,4446016237.156331,4588632823.229066,5038169413.08512,5447372731.904895,5501899807.229179,6052951975.22638
Guinea-Bissau,986527797.2986503,1071904195.9045527,1108391582.1951582,1158492175.462723,1221094280.8475895,1301554190.1105146,1479129915.6601284,1602437867.281206,1165121016.529434,1193657421.1524012,1286947550.0676367,1344746606.419266,1352250286.6081896,1386777693.5222452,1463326953.0984695,1573598887.5005107,1659614919.762322,1760082435.0646398,1851306496.6584167,1925942349.3300583,2038960051.2163587,2249594251.2577786,2175252518.53473,2248857564.161912,2332574695.025582,2774674410.988696,3113471483.945573,3519615667.2134504,3649961684.2145267,3882435324.7265267,3834926315.1759186,4146064483.448268
Equatorial Guinea,273818554.35448325,280184707.04589933,386139482.0453314,438905740.54700494,523001000.024766,627338831.6227381,1064155007.1741433,2705971401.6022367,3386999598.1604285,4316220022.039277,5217963392.37949,8717168578.824314,10576078609.55025,12289854980.73452,17415114806.033108,20969493493.242462,23282060015.56783,27565410457.968334,33094595461.590874,33754144712.443558,31111318633.33057,33829572382.358868,38742501085.354805,37422586820.929726,37816353965.51443,28095292742.15395,24861119032.194595,28459489607.002567,27322097005.911366,26286272020.05959,25474719318.85939,26282444538.675148
Greece,135662961716.17387,144598774637.09616,148929193667.72266,150019949588.09787,156287971430.83066,162915634113.9772,171283827746.42386,182903868476.27127,193331471980.9358,198711870247.1483,210888280059.0648,227613606520.60123,246559427543.15073,261143779868.68726,278922849647.37933,281028288686.78204,314621986988.32416,323944154182.6241,341817993053.1915,337199589172.5532,310430983258.4695,285079593304.7564,275143590350.2891,284949103892.6889,290011169381.56055,289570760339.53406,296466369907.2344,307636097252.1959,317881651462.22845,325467199371.9784,299066091543.37213,333749205468.34924
Grenada,455057848.20252025,476965075.7942829,483682483.3086676,485448376.27527255,504211656.7718881,525746682.138294,559134042.4207708,597302850.7897238,675019869.9013555,731754001.8480612,784910359.1860433,786350315.0283295,826056497.6711581,922080226.4135076,940702351.3556288,1099006850.2395868,1087653840.4506342,1185449859.2415698,1219634070.2998333,1146276559.91519,1154121499.6863928,1187113039.9911077,1199574282.1956675,1285879276.9248152,1420279857.5521185,1551090812.8738756,1656776976.9124017,1798099078.351284,1921352415.2003992,1968934802.0948222,1718563487.295904,1885137109.3674545
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,30046099836.83636,32198519368.957973,34525670760.470856,36732053741.01077,39029754882.74522,41820075723.205795,43845381741.116684,46547913293.956924,49422370159.50353,52046949577.76143,55146958032.87372,57704717526.506744,60854041909.93493,63643900683.21831,67403065462.134605,71794093050.26186,77969894548.85841,85152109934.64236,89643564039.51569,90648387301.05801,94383670884.06236,100356396780.438,106499944416.16948,112026328527.7481,118753948140.89825,127566291555.94736,130131253708.67647,133882980507.72977,141635439916.6118,149743699389.3653,149245941087.5237,167149184669.57187
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,2267988161.7650795,2486724060.773063,2740707894.536649,3035038622.9310613,3364341839.0616693,3607713339.2614026,3966036781.254412,4283782887.7362547,4259259504.5025144,4447139700.013521,4485867444.4455385,4691492007.020389,4818575644.392879,4882609519.417943,5092060133.473763,5149278995.725651,5580452360.082173,6143414414.3295355,6361796620.464594,6650770218.831116,6984997885.870157,7510830548.783624,7916298602.383042,8369728851.789565,8360281355.321488,8593945843.62234,8713910376.3188,9306806134.435564,9952337448.752825,10672596689.843756,15497551857.031584,19358092547.43533
High income,18593206709199.06,19571527490357.36,20478612644296.414,21253111949780.453,22423221866837.305,23572648761969.402,24790567412136.086,26054453238130.543,27095502017672.758,28360686830452.242,30335481324213.996,31540967755258.875,32774327846662.65,34130567310324.86,36301142969362.35,38335918704509.414,41161532481592.875,43560184854462.945,45098603124760.06,44200760734823.34,46178187589461.125,48329814614005.14,49952486262409.625,51881659086242.58,53538134250208.586,54750384812661.8,56672399729281.02,59282821660081.484,62046745183553.98,63929452466445.836,62595539203840.27,67782637094279.266
"Hong Kong SAR, China",104107736530.0662,113765309888.69537,123612598556.42609,134389676997.75366,145544459236.1407,152123792808.18884,161506046308.50824,172669633509.6182,164341216369.13022,170834978086.78925,188093782294.99866,193410223240.96753,199678485476.47964,209842629608.75366,234222139908.51306,259414244022.57312,286225276160.76953,312964484567.7053,325754168932.6311,319779941240.8874,345524752665.7101,369685331700.3292,373482558531.67596,385448332074.39215,396043918178.9967,411294477052.7788,419837595257.96796,442425449123.2529,465891503022.5239,466266217090.3591,441229462673.45575,489061172175.82404
Honduras,10157742843.252033,10152684494.357288,11014750163.14918,12008283753.95794,12290700845.192934,13325084858.953814,13822909692.935238,14707825439.003132,15407355414.27017,15509539250.238832,17017380291.304434,17874630462.553444,18834745107.22951,20079792893.96854,21903843578.39978,23957582874.806225,26318713885.29101,28702687971.136623,30491064152.48391,29940316628.7531,31430677476.883568,33314349143.92692,34844289142.36912,36445584467.02335,39875503507.56077,43955139193.46196,47719049297.9263,52444135530.233864,55761679698.856766,58264953973.381165,53680916828.451416,62919565687.42808
Heavily indebted poor countries (HIPC),382015607485.33386,398993195542.0461,406847008940.1688,421542547598.68585,431074043782.6064,462866867431.49316,496350883246.2469,534829837913.6796,559823805614.197,586178554583.3943,617551962998.2147,657499145147.4589,689953331783.9908,733054224558.2783,795389555411.8987,867039395819.6069,946931889041.2572,1026789130788.9003,1104939683547.0066,1153117739498.119,1238332881977.7817,1316258029113.2485,1345698501232.9375,1476123186125.4526,1616341509819.3198,1695791359063.7559,1811250626804.2512,1921619793351.7217,2050032800769.963,2176272151073.6265,2206988758742.9214,2405716474037.019
Croatia,,,,,,37310344441.78635,40227961710.428085,43347208819.22439,44915147827.63323,44946993772.73434,47737566972.80847,50115096815.48207,54937795234.34288,58879630628.0077,63171130429.35513,66534175729.169586,75858107038.6965,84020073215.89723,90165667938.94934,86747285745.12311,85767708981.84512,89956153249.34335,91315015882.14447,93970284954.71426,94622359034.97672,97949323815.93997,105239441529.59782,111997864063.4307,118045616379.63087,124168818324.04195,116493512461.60051,131788350218.3338
Haiti,15093656086.90221,15897529391.144056,15396434303.121872,14906122837.02854,13405016321.604368,15040716965.3509,15950312961.23906,16664214864.217714,17219454966.67993,17935383849.653465,18501302340.977554,18853286385.653645,19348514043.302467,20417147119.53383,20688935001.96213,21993234854.23946,23072862915.605152,24811691946.484337,25959715178.31742,27665031802.169136,26415225452.7231,28338743512.000813,28317559793.57529,30705944268.39522,31282859076.0868,31002356005.930115,33430852748.718624,34630691147.5786,36049394908.901985,36076067067.63941,35290173968.74957,36095639132.67237
Hungary,,86315335601.8802,85577250728.67279,87101019935.03265,91582813009.00662,94895967360.83002,96407059250.1184,101102386754.27986,106752843804.55774,111315201192.5711,121032462098.61078,134556710886.52107,147567884018.72937,156818837080.5352,164463538605.2466,172611895620.975,185206554981.31482,192063906876.76767,208070456356.53595,207767368877.18918,217518838684.9878,229736703978.52658,230898725659.9094,242941598582.39713,253565765890.42935,263858067583.4235,274278759096.80762,288755963637.4716,311968303729.1513,327479221871.9518,324429847525.8398,356862735018.0662
IBRD only,10208629346596.555,10762323799785.408,11243547218800.848,11853322019540.07,12498122122670.467,13317729661155.049,14305569909811.738,15279669535050.373,15609341722391.771,16437058003107.955,17808243095306.56,18898981120328.145,20058835382755.355,21661139170998.684,23993526461027.215,26548612381689.62,29944861665216.77,33459247916785.305,36467110422502.76,37883232829508.305,41293694069294.19,44920431649437.28,48120885604608.46,50858399043151.71,52856074460556.75,53793219233737.37,56299379976867.52,59754658581042.42,64205642663341.85,67656275506509.516,67173041068647.44,74707280086506.94
IDA & IBRD total,11324221477182.016,11938615286806.49,12472338178343.082,13123119255956.938,13806170097984.95,14702810613049.2,15783970349746.107,16839416461218.586,17238618946121.107,18143363427144.242,19624940000101.133,20840828400186.215,22130360669345.36,23882390921926.56,26430410113727.64,29219244102143.88,32869036583273.434,36645805677278.88,39875433597911.09,41480339298526.47,45146312691275.25,49018745362105.52,52398515279649.33,55473083054898.164,57833898093946.19,58997122028218.484,61856570423074.27,65600373310526.2,70482378844115.83,74323840687945.75,73924443240322.67,82042143390863.95
IDA total,1119223235754.211,1180122936587.3367,1232791608848.7825,1273490732683.4973,1311570090280.4492,1388726090798.049,1482154931820.0554,1563426747210.7043,1633649812915.941,1710749729103.6248,1820779744579.3315,1946472556972.5723,2076654333012.7656,2226601716332.3926,2442527422073.6265,2676567660664.0225,2929813878758.4575,3191889654333.0674,3413358680072.733,3602448652116.324,3858307183317.3794,4104319370736.2983,4284875710318.181,4621666557997.695,4986634636293.756,5214047730507.409,5569019755405.977,5857695695235.446,6289561348032.47,6681664423278.095,6766663841789.206,7351188391620.119
IDA blend,585332984973.862,619310616048.667,655294718722.4531,670297340550.6635,692773294247.5963,725254624939.0562,772264089203.751,800591658780.7709,831868089219.4869,864470182330.8324,918437201186.2418,978969688003.4038,1055967850514.7395,1134130648747.3726,1252843136244.3728,1371038885829.6125,1496371219690.4297,1623689172009.624,1717510865624.5298,1820938315953.6252,1939655199274.6582,2066787832353.7205,2152815409852.1953,2289414940553.5723,2450358825200.002,2544223928011.1562,2595335054983.15,2690126199332.4077,2869933841958.8896,3003309056565.267,3000483976813.438,3286842833899.552
Indonesia,559227723733.0009,617313147084.7039,672405192137.0844,733061080269.0325,805167938021.2385,889624205356.5823,976738907012.9915,1040279253528.418,913896371687.4689,934107259827.2783,1002269831589.476,1062190577262.8235,1127283023412.5703,1204482901941.761,1299038798645.5547,1416041981248.2366,1540034456670.352,1682010613727.2585,1817361593744.3794,1913672578431.3362,2057206510182.6667,2229511719014.9707,2413435225696.688,2535041372928.96,2622251600815.5728,2647706548803.0327,2744896640112.257,2894125530220.3696,3116594552426.233,3331570511714.9575,3302097492964.248,3566265111446.872
IDA only,533496559192.6675,560236621658.6299,576265868983.7717,602397710062.5549,617853934877.0012,662892670765.6636,709358890281.4276,762948318828.032,802125316315.5898,846959627986.7272,903144918871.0548,968492434631.7166,1021216383220.6837,1092991637517.9886,1190038421150.9502,1305962819188.697,1434026853240.373,1568999303604.5808,1697170150638.4912,1782885091690.5093,1920151075013.7812,2039117518113.069,2133740995843.6187,2334230638385.533,2539210535561.2886,2673612586823.747,2983306330337.1265,3179504384839.882,3433288143357.335,3694947016562.204,3784856007620.393,4082666308523.9365
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1048235107013.4875,1095136631188.1881,1181501791554.7476,1266968386062.0828,1380191573615.2139,1515867471306.5933,1660158643051.6301,1757179784087.9104,1886851860334.236,2082700396480.407,2211693660020.8735,2370617125945.7554,2499147076015.1597,2748789707160.429,3046209539682.435,3390666370803.7373,3777034027553.592,4176280771103.724,4387760606409.383,4763056069775.469,5229906990843.73,5618380734786.896,6153155415797.749,6477517561942.86,6781021982581.723,7159798324012.183,7735001687457.927,8276934253114.326,9021613789704.56,9526237283859.174,9005119325892.902,10218572963096.84
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,48266983754.55867,50862124335.691864,53760482983.750244,56516660794.37665,61046017569.841125,68330810592.26806,74479695877.75673,83169527436.66779,93160874913.41907,101534472721.86125,114937781530.33853,125913026708.09824,138491150176.62985,145006254388.97937,157654881390.54352,168336054806.3817,189031071361.39484,205753854699.14136,198299092484.80856,188086899356.91748,197012924027.34305,206471050963.7252,213241082189.65048,221160036389.27652,238002440659.25882,324570321087.4339,339999799820.9732,373770580497.3521,411558994160.6675,431161114188.2082,465413104314.26465,535284011037.6425
